img_name,labels,ids,x_min,y_min,width,height,img_path
VOC2007/JPEGImages/000302.jpg,1,433,0,240,86,134,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000302.jpg
VOC2007/JPEGImages/000302.jpg,1,436,487,275,12,44,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000302.jpg
VOC2007/JPEGImages/000302.jpg,1,437,474,250,11,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000302.jpg
VOC2007/JPEGImages/000303.jpg,1,438,14,38,485,241,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000303.jpg
VOC2007/JPEGImages/000303.jpg,1,439,464,70,35,94,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000303.jpg
VOC2007/JPEGImages/000303.jpg,1,440,444,67,55,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000303.jpg
VOC2007/JPEGImages/000303.jpg,1,441,0,62,92,50,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000303.jpg
VOC2007/JPEGImages/000303.jpg,1,442,1,80,83,50,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000303.jpg
VOC2007/JPEGImages/000303.jpg,1,443,0,110,50,85,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000303.jpg
VOC2007/JPEGImages/000311.jpg,1,459,46,41,386,312,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000311.jpg
VOC2007/JPEGImages/000317.jpg,1,461,117,150,289,70,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000317.jpg
VOC2007/JPEGImages/000318.jpg,1,462,321,78,114,88,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000318.jpg
VOC2007/JPEGImages/000318.jpg,1,463,200,80,100,62,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000318.jpg
VOC2007/JPEGImages/000320.jpg,1,464,271,9,32,16,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000320.jpg
VOC2007/JPEGImages/000320.jpg,1,465,227,0,45,28,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000320.jpg
VOC2007/JPEGImages/000320.jpg,1,467,304,7,32,19,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000320.jpg
VOC2007/JPEGImages/000329.jpg,1,481,218,219,22,17,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000329.jpg
VOC2007/JPEGImages/000329.jpg,1,482,290,210,27,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000329.jpg
VOC2007/JPEGImages/000329.jpg,1,483,258,211,15,12,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000329.jpg
VOC2007/JPEGImages/000334.jpg,1,489,36,109,236,68,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000334.jpg
VOC2007/JPEGImages/000338.jpg,1,502,81,72,302,130,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000338.jpg
VOC2007/JPEGImages/000343.jpg,1,505,24,73,464,249,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000343.jpg
VOC2007/JPEGImages/000355.jpg,1,520,21,35,405,257,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000355.jpg
VOC2007/JPEGImages/000367.jpg,1,530,429,183,70,45,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000367.jpg
VOC2007/JPEGImages/000367.jpg,1,532,1,254,498,120,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000367.jpg
VOC2007/JPEGImages/000373.jpg,1,538,18,342,300,110,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000373.jpg
VOC2007/JPEGImages/000387.jpg,1,558,4,17,477,237,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000387.jpg
VOC2007/JPEGImages/000396.jpg,1,566,85,169,267,89,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000396.jpg
VOC2007/JPEGImages/000404.jpg,1,569,132,88,261,232,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000404.jpg
VOC2007/JPEGImages/000406.jpg,1,570,53,284,60,28,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000406.jpg
VOC2007/JPEGImages/000406.jpg,1,575,425,291,32,23,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000406.jpg
VOC2007/JPEGImages/000420.jpg,1,597,77,28,397,318,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000420.jpg
VOC2007/JPEGImages/000431.jpg,1,608,84,315,40,24,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000431.jpg
VOC2007/JPEGImages/000461.jpg,1,635,8,99,314,131,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000461.jpg
VOC2007/JPEGImages/000463.jpg,1,639,481,41,18,31,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000463.jpg
VOC2007/JPEGImages/000469.jpg,1,644,15,27,438,287,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000469.jpg
VOC2007/JPEGImages/000474.jpg,1,649,52,156,395,202,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000474.jpg
VOC2007/JPEGImages/000477.jpg,1,671,62,131,16,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000477.jpg
VOC2007/JPEGImages/000494.jpg,1,691,0,57,368,400,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000494.jpg
VOC2007/JPEGImages/000509.jpg,1,714,0,1,467,373,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000509.jpg
VOC2007/JPEGImages/000515.jpg,1,717,63,163,87,46,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000515.jpg
VOC2007/JPEGImages/000515.jpg,1,718,146,166,39,33,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000515.jpg
VOC2007/JPEGImages/000522.jpg,1,731,35,127,398,143,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000522.jpg
VOC2007/JPEGImages/000541.jpg,1,768,258,193,76,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000541.jpg
VOC2007/JPEGImages/000541.jpg,1,769,112,194,37,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000541.jpg
VOC2007/JPEGImages/000541.jpg,1,770,223,192,44,15,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000541.jpg
VOC2007/JPEGImages/000541.jpg,1,771,236,193,35,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000541.jpg
VOC2007/JPEGImages/000541.jpg,1,772,247,195,39,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000541.jpg
VOC2007/JPEGImages/000541.jpg,1,773,94,190,29,4,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000541.jpg
VOC2007/JPEGImages/000541.jpg,1,774,78,201,77,19,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000541.jpg
VOC2007/JPEGImages/000543.jpg,1,776,21,85,411,258,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000543.jpg
VOC2007/JPEGImages/000543.jpg,1,777,22,95,68,50,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000543.jpg
VOC2007/JPEGImages/000543.jpg,1,778,297,86,202,156,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000543.jpg
VOC2007/JPEGImages/000545.jpg,1,787,102,177,26,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000545.jpg
VOC2007/JPEGImages/000554.jpg,1,800,274,66,93,34,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000554.jpg
VOC2007/JPEGImages/000554.jpg,1,801,315,76,120,40,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000554.jpg
VOC2007/JPEGImages/000554.jpg,1,802,265,94,131,47,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000554.jpg
VOC2007/JPEGImages/000554.jpg,1,803,90,72,88,38,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000554.jpg
VOC2007/JPEGImages/000554.jpg,1,804,343,116,89,48,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000554.jpg
VOC2007/JPEGImages/000579.jpg,1,829,262,158,46,27,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000579.jpg
VOC2007/JPEGImages/000579.jpg,1,830,1,138,154,86,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000579.jpg
VOC2007/JPEGImages/000579.jpg,1,834,460,154,27,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000579.jpg
VOC2007/JPEGImages/000590.jpg,1,853,198,108,301,227,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000590.jpg
VOC2007/JPEGImages/000605.jpg,1,892,320,174,65,17,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000605.jpg
VOC2007/JPEGImages/000620.jpg,1,918,113,181,189,127,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000620.jpg
VOC2007/JPEGImages/000620.jpg,1,919,50,266,20,13,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000620.jpg
VOC2007/JPEGImages/000620.jpg,1,920,18,271,17,12,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000620.jpg
VOC2007/JPEGImages/000628.jpg,1,963,125,271,250,99,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000628.jpg
VOC2007/JPEGImages/000628.jpg,1,964,401,265,98,95,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000628.jpg
VOC2007/JPEGImages/000628.jpg,1,965,0,280,76,53,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000628.jpg
VOC2007/JPEGImages/000648.jpg,1,985,1,212,26,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000648.jpg
VOC2007/JPEGImages/000653.jpg,1,986,431,82,68,48,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000653.jpg
VOC2007/JPEGImages/000653.jpg,1,987,372,82,85,52,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000653.jpg
VOC2007/JPEGImages/000653.jpg,1,988,310,84,97,55,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000653.jpg
VOC2007/JPEGImages/000653.jpg,1,989,0,94,105,77,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000653.jpg
VOC2007/JPEGImages/000653.jpg,1,990,1,93,442,218,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000653.jpg
VOC2007/JPEGImages/000653.jpg,1,991,96,88,125,31,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000653.jpg
VOC2007/JPEGImages/000663.jpg,1,1013,6,38,56,55,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000663.jpg
VOC2007/JPEGImages/000663.jpg,1,1014,375,35,46,45,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000663.jpg
VOC2007/JPEGImages/000663.jpg,1,1015,361,23,60,29,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000663.jpg
VOC2007/JPEGImages/000663.jpg,1,1016,372,67,49,40,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000663.jpg
VOC2007/JPEGImages/000663.jpg,1,1017,375,97,46,112,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000663.jpg
VOC2007/JPEGImages/000672.jpg,1,1021,11,90,483,216,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000672.jpg
VOC2007/JPEGImages/000688.jpg,1,1041,7,41,492,275,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000688.jpg
VOC2007/JPEGImages/000700.jpg,1,1066,11,223,44,28,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000700.jpg
VOC2007/JPEGImages/000700.jpg,1,1067,0,216,15,47,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000700.jpg
VOC2007/JPEGImages/000700.jpg,1,1068,401,226,24,12,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000700.jpg
VOC2007/JPEGImages/000700.jpg,1,1069,429,224,33,14,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000700.jpg
VOC2007/JPEGImages/000700.jpg,1,1070,140,237,82,38,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000700.jpg
VOC2007/JPEGImages/000700.jpg,1,1071,124,245,352,87,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000700.jpg
VOC2007/JPEGImages/000700.jpg,1,1072,228,224,32,15,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000700.jpg
VOC2007/JPEGImages/000754.jpg,1,1150,163,126,26,20,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000754.jpg
VOC2007/JPEGImages/000776.jpg,1,1206,16,25,464,167,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000776.jpg
VOC2007/JPEGImages/000787.jpg,1,1221,119,92,303,186,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000787.jpg
VOC2007/JPEGImages/000800.jpg,1,1240,234,164,93,43,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000800.jpg
VOC2007/JPEGImages/000800.jpg,1,1241,442,173,57,32,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000800.jpg
VOC2007/JPEGImages/000800.jpg,1,1242,77,169,35,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000800.jpg
VOC2007/JPEGImages/000800.jpg,1,1243,37,169,33,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000800.jpg
VOC2007/JPEGImages/000818.jpg,1,1266,0,180,32,23,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000818.jpg
VOC2007/JPEGImages/000823.jpg,1,1271,48,159,294,105,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000823.jpg
VOC2007/JPEGImages/000829.jpg,1,1283,354,0,30,19,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000829.jpg
VOC2007/JPEGImages/000829.jpg,1,1285,88,114,85,55,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000829.jpg
VOC2007/JPEGImages/000829.jpg,1,1286,475,124,24,35,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000829.jpg
VOC2007/JPEGImages/000829.jpg,1,1287,51,12,29,26,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000829.jpg
VOC2007/JPEGImages/000855.jpg,1,1327,60,403,48,32,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000855.jpg
VOC2007/JPEGImages/000855.jpg,1,1328,40,407,23,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000855.jpg
VOC2007/JPEGImages/000855.jpg,1,1331,25,408,17,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000855.jpg
VOC2007/JPEGImages/000855.jpg,1,1332,10,407,18,16,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000855.jpg
VOC2007/JPEGImages/000860.jpg,1,1338,80,84,347,207,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000860.jpg
VOC2007/JPEGImages/000871.jpg,1,1357,7,113,483,178,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000871.jpg
VOC2007/JPEGImages/000888.jpg,1,1376,294,203,56,41,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000888.jpg
VOC2007/JPEGImages/000888.jpg,1,1377,71,207,137,111,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000888.jpg
VOC2007/JPEGImages/000888.jpg,1,1378,191,205,34,39,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000888.jpg
VOC2007/JPEGImages/000906.jpg,1,1404,60,178,389,171,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000906.jpg
VOC2007/JPEGImages/000906.jpg,1,1410,422,161,77,97,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000906.jpg
VOC2007/JPEGImages/000911.jpg,1,1413,0,146,109,172,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000911.jpg
VOC2007/JPEGImages/000935.jpg,1,1457,66,206,44,36,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000935.jpg
VOC2007/JPEGImages/000935.jpg,1,1458,168,156,14,13,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000935.jpg
VOC2007/JPEGImages/000935.jpg,1,1459,420,189,31,17,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000935.jpg
VOC2007/JPEGImages/000935.jpg,1,1460,379,195,39,20,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000935.jpg
VOC2007/JPEGImages/000935.jpg,1,1461,11,128,25,12,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000935.jpg
VOC2007/JPEGImages/000935.jpg,1,1462,2,130,12,17,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000935.jpg
VOC2007/JPEGImages/000937.jpg,1,1468,333,45,92,55,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000937.jpg
VOC2007/JPEGImages/000937.jpg,1,1469,45,35,397,241,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000937.jpg
VOC2007/JPEGImages/000937.jpg,1,1471,405,70,94,54,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000937.jpg
VOC2007/JPEGImages/000972.jpg,1,1527,19,114,413,173,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000972.jpg
VOC2007/JPEGImages/000977.jpg,1,1529,148,270,30,24,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000977.jpg
VOC2007/JPEGImages/000977.jpg,1,1530,35,261,58,47,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000977.jpg
VOC2007/JPEGImages/000977.jpg,1,1531,177,244,85,74,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000977.jpg
VOC2007/JPEGImages/000977.jpg,1,1532,257,265,35,30,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/000977.jpg
